unique_id,image_description,generated_caption,semantic_similarity
0497e1bde9,A blue Southwest airplane with the word 'Southwest' written in large white letters on its side.,a blue and white plane,0.5964592695236206
2c01755140,"Two women sitting at a table with a laptop and papers, one woman is gesturing with her hands, in a brightly lit room with a view of greenery outside.",a woman talking to a woman in a business setting,0.3569210767745971
256edf5103,An older man wearing a Dallas Cowboys cap and sunglasses is speaking into a microphone at a press conference.,cowboys owner jerry boson on the team ' s loss,0.2179295420646667
0e3d5352fe,A person is pointing at a computer screen displaying a job search website with the title 'JOB SEARCH' and an image of a group of people in a meeting.,a man is pointing at a computer screen,0.5846019387245178
142933976b,A group of four people posing for a photo with the text 'TALK Pittsburgh' and 'FEATURED TODAY' in the background.,the talk show with the talk team,0.327331393957138
1c154b2548,"A woman with dark hair and a white earring is seen from the side, with a blurred background suggesting an indoor event.",a woman with long hair,0.4919708371162414
27893808cb,"A man in a red 'Make America Great Again' hat stands in front of a crowd, with American flags in the background and some individuals raising their hands.",a man in a suit and hat speaking into a microphone,0.317422091960907
264d59675c,An airplane with a propeller is parked on a runway with a fire truck and a person in a yellow uniform standing beside it.,a small plane is parked on the runway,0.6001730561256409
10d1f9dc49,"A stack of bags containing pink and white substances, possibly drugs, is displayed against a black background, alongside a man in an orange shirt.",a man in an orange shirt and a bag of drugs,0.7215732932090759
28111ff361,"An abstract, colorful sunburst painting with a yellow center and multicolored rays extending outward.",a painting of a sun with many colors,0.7879952192306519
0536971ab0,Two men in suits embracing in front of a crowd at a political rally.,a man in a suit and tie hugs another man in a suit,0.6335856318473816
0703f6fcb2,"A person is receiving a hair treatment from a stylist, with a focus on the stylist's hand and the client's hair.",a woman getting her hair done,0.5721351504325867
04a3d0209b,"A person is writing on a notepad with a pen, seated at a desk with a laptop and a stack of papers. The person is wearing a black hoodie. The background shows a classroom with chairs and a board with numbers.",a person is writing on a laptop,0.7257339954376221
2540173b52,"A golden piggy bank is the central focus, surrounded by scattered gold coins against a soft pink background.",gold piggys flying in the air,0.528045117855072
28966eb58f,A woman and a child are looking at a smart speaker with a video call interface.,a woman and child sitting on a couch looking at a cell,0.5501340627670288
1dd8a1bf3f,"A woman in a pink top holds a candle with a photo of a man on it, sitting on a grey couch.",a woman sitting on a couch holding a book,0.5507733821868896
2229d01fa9,A hand holding a smartphone displaying the iOS 18 logo.,a person holding an iphone with the ios 10 logo on it,0.772752046585083
144b5462e3,"A person pours a drink from a bottle into a cup, with a blurred background suggesting an outdoor setting.",a woman pouring water into a cup,0.6049952507019043
1c4ecac51b,"An image of a circular object with a grey gradient, possibly a logo or emblem, with a white circle in the center.",a white circle with a black circle in the middle,0.6054489612579346
1a1fd60c1c,A wooden gavel rests on a wooden surface with a blurred background featuring a balance scale.,a wooden gaven with a wooden mall,0.4606516361236572
2a8bfcac6d,"A group of people, possibly students, are gathered outside a school building with a sign that reads 'AP African American class to be taught'. The crowd is diverse, and the atmosphere appears to be one of anticipation or protest.",a group of people standing outside of a building,0.4998586773872375
2f15fa8bcc,"A group of four people are standing in a lush garden with greenery, one person is sitting on a wooden bench, and another is standing with a hand on the shoulder of the seated person. The setting appears to be a sunny day with a clear sky.",three people sitting on a tree in the woods,0.4135224521160126
2b6f0900ff,"A white fire truck is in the foreground with a firefighter visible, and a large plume of smoke rises in the background amidst a forest of trees. The sky is hazy, and the ground appears dry and barren.",a fire is seen in the distance of a field,0.544196605682373
2a8f6e77f1,"A woman in a pink dress stands in front of a golden chair and a black suitcase with 'AE-51BACK' written on it, holding a drink, with a flamingo-shaped cart and a statue in the background.",a barbie doll is standing in a room with a chair,0.421808123588562
1eddc13366,"An aerial view of a boat on a calm blue lake with ripples, likely Eagle Mountain Lake, with a clear sky above.",a boat is moving across the water,0.4141429960727691
2eb016883b,An image of a building with the text 'SMU Mustangs' and a pink horse logo on the side.,the new stadium is seen in this und photo,0.3005653619766235
0d1c471786,"A woman with dark hair and a red top is holding her right ear, possibly indicating discomfort or pain.",a woman with a ring on her ear,0.6916364431381226
007f699d6e,"A person is holding an orange Black and Decker drill, with a blurred background of shelves with tools and a wire.",a man holding a driller in his hand,0.5802802443504333
211e4a79bc,The image shows a city skyline with the text 'PITTSBURGH TODAY LIVE' and 'FEATURED ON TODAY'S SHOW' overlaid on it.,"pittsburgh, pa, pa, pa, pa, pa pa pa pa pa pa pa pa pa pa",0.3931451141834259
0bcadc10c0,"An aerial view of a Miami-bound flight on the tarmac with passengers and vehicles around it, one laptop is on fire.",an airplane is on the tare at an airport,0.3939024806022644
0d75a6db2e,Two musicians playing electric guitars on stage with a dark background and stage lighting.,two men playing guitars on stage at a concert,0.7221612930297852
053544f1c7,"A group of people are gathered on a beachfront, some holding signs, with a banner reading 'KEEP UPPER GREAT HIGH HIGH KID SAFESF' in the foreground.",a group of people walking along the road,0.2657815217971802
318b4f9fe5,A close-up of a dark suit jacket with a red pocket square and a silver name tag with wings and the name 'BRYAN' on it.,a close up of a suit with a red tie,0.589228630065918
1838a842cc,Three gold bars with 'ONE OUNCE FINE GOLD' engraved on them are displayed against a dark background.,gold bars are seen in this photo taken from reuters,0.628803014755249
0b27e2de5c,A green and yellow sign with 'HOME OF THE Falcons' written in white cursive letters.,a baseball field with a sign that says home of the falcons,0.7313636541366577
035362c0f1,"A man in a suit and red 'TRUMP' hat speaks at a podium with a crowd in the background, some wearing 'TRUMP' hats.",a man in a suit and hat speaking into a microphone,0.6932989954948425
021c6942c0,"A man in an orange prison uniform stands in front of a gray background, while a woman in a black top with a yellow emblem stands in front of a white background.",an old man and a young girl are seen in this composite image,0.23551607131958
2889b348ad,The image features the CBS News Miami logo with the number '04' and the text 'CBS NEWS MIAMI' in bold white letters on a black background.,the logo for the cbs news miami,0.8315778374671936
0ee8effd8f,A group of four individuals posing for a photo with the text 'TALK Pittsburgh' and 'FEATURED TODAY' in the background.,the talk show with the talk team,0.3291292786598205
2956c489c1,A group of four individuals posing for a photo with the text 'TALK Pittsburgh' and 'FEATURED TODAY' visible in the background.,the talk show with the talk team,0.3303118348121643
174e5616a6,A wooden gavel rests on a black surface with a blurred background featuring a white cloth and a pen.,a wooden gaven on a black table,0.6055262684822083
18c7050057,"A group of students walking on a pathway in front of a brick building with a clock tower, surrounded by lush green trees.",students walking on campus,0.5835744738578796
28fb8721f7,The image features a badge with the text 'SHERIFF OAKLAND COUNTY' and a coat of arms with a shield and two deer. The badge is placed over a silhouette of a map.,a police badge is shown on the side of a vehicle,0.5776789784431458
28663186bd,"A panel of five individuals, including a man in a suit speaking into a microphone, seated at a table with microphones and water bottles, in front of a banner with a city skyline and a logo. Audience members are seated facing the panel, and a camera is visible on the left side of the image.",a group of people sitting at a table,0.4121794104576111
1423da96f1,"A red panda is seen with its face blurred, wearing a black jacket, and being held by a person whose face is not visible.",a fed fed fed fed fed fed fed fed fed fe,0.1477373540401458
3148b4990c,A man in a black suit and white shirt is centered in a white circular background.,a man in a suit and tie standing in front of a white background,0.7064070701599121
0a34d420a9,"A smiling man in a suit and tie, with a white shirt and a blue tie, is the focal point against a white background with a circular design.",a man in a suit and tie smiling,0.7418983578681946
0bbda84978,A woman with blonde hair and a black top is smiling against a white circular backdrop.,a woman with blonde hair and a black shirt,0.6796268224716187
286b533515,"An emergency vehicle with flashing lights is shown from the side, with a blurred background that suggests a busy urban setting.",a police car with lights on,0.5546838641166687
11a7bb5969,"A group of people, including a man in a wheelchair, are posing for a photo with a sign that says 'NO MORE SLAVERY 26.2'. The setting appears to be outdoors with trees and a cloudy sky in the background.",a group of people holding signs in the rain,0.37054443359375
2a5d6d09d6,"A group of students in a classroom setting with a teacher, one student is wearing a tie-dye hoodie and another is wearing a 'Black Lives Matter' t-shirt.",a woman talking to a child in a classroom,0.472658634185791
1f13274a4d,A stack of colorful credit cards with one showing the number 780.,a stack of credit cards,0.7004300355911255
0387edebc1,A red triangular warning sign is placed on the ground in front of a car with its trunk open.,a triangle shaped sign,0.4793630540370941
24d2ed7640,A line of parked cars with a sign reading 'UN-EVEN PAVEMENT WATCH YOUR STEP' and two men walking in front of them.,a man walking through a parking lot with cars parked in the background,0.4433510303497314
248fda71b9,A group of four people posing for a photo with the text 'TALK Pittsburgh' and 'FEATURED TODAY' in the background.,the talk show with the talk team,0.327331393957138
0b02964252,"Two women are seen from the side, one holding an American flag, in a car with a clear blue sky and greenery in the background.",a woman waving a flag,0.4584978520870209
2945db2d03,"A black police car with 'Dearborn Heights Police' written on the side, featuring a blue stripe and a number '2' on the door.",a police car parked in front of a brick building,0.4670571684837341
092741c870,A group of firefighters in full gear are seen outside a house with a garage that has been damaged by fire. The firefighters are using a hose to douse the fire.,a group of firefighters standing outside of a house,0.7077358365058899
2104ccfe83,A brown dog with a red and white striped bandana around its neck is being held by a person holding a red and white striped flag.,a dog with a red collar,0.5588970184326172
1ac5d8238f,"A mugshot of a man with tattoos on his neck and chest, wearing a white shirt, with a blurred face.",a man with tattoos on his face and neck,0.6689558625221252
017ad86416,"A large tree has fallen on a house in a residential area, with debris scattered around and a car partially visible in the background.",a tree that has fallen down on a street,0.7391428351402283
304a9de498,A police car from the University of Michigan is shown with the word 'POLICE' on its side.,a police car parked on the side of a road,0.6765488386154175
0bd29dd488,"A man in a grey shirt and cap is holding a child in a pink and white striped outfit, with a blurred face, in front of a building with a blue sign.",a woman holding a baby in her arms,0.2431061565876007
2096d8b88c,A group of four people posing for a photo with the text 'TALK Pittsburgh' and 'FEATURED TODAY' in the background.,the talk show with the talk team,0.327331393957138
31871b131e,An American flag hangs to the left of a blue banner with white text that reads 'THE BALTIMORE COUNTY PUBLIC SCHOOLS' and a logo with 'WJZ' and '13' below it.,the baltimore county public schools board is shown in this file photo,0.5306775569915771
23209f77cc,"A collection of colorful packaging for Diamond Shruumz ice cream, with various flavors like 'Fruity Cherry', 'Creamy Vanilla', and 'Chocolate Chip'.",the new product line from the new product line,0.1481662541627884
019e6e0861,"An image of a circular shape with a grey gradient, possibly representing a security camera or a similar device.",a white circle with a black circle in the middle,0.4643042981624603
3107f66e53,"A row of red garage doors with a notice sign on the right, and a few people standing outside.",a fire truck parked in front of a building,0.2652314901351928
223ca7bd50,"A white Ford EcoSport van with the text 'Courtesy Shuttle' and 'Bill Brownford.com' on its side, parked in a lot with a digital display showing 'OUTDOOR TEMPERATURE 72.4F' and 'VEHICLE TEMPERATURE 116F'. There is a sign attached to the van that reads 'NEVER Leave a Child Alone in a Car' and 'Always Be Aware of Your Surroundings'. The van is parked in front of a building with a yellow barrel in the background.",a white van parked in a parking lot,0.5642750859260559
03bb33efb9,"A gavel rests on a wooden block with a golden balance scale in the background, suggesting a legal or judicial theme.",a wooden table,0.408447802066803
098ef1f3d1,A gavel rests on a wooden surface with a blurred background of a courtroom setting.,a judge ' s gaven,0.4551440775394439
0f76421e56,"A police car's flashing lights are visible in the foreground, with a blurred background that suggests a busy street scene.",a close up of a police light on a car,0.7144530415534973
10c9afc21a,"A police car's flashing lights are visible in the foreground, with a blurred background that suggests a busy street scene.",a close up of a police light on a car,0.7144530415534973
094b1c20fb,"A man in a brown jacket is seen from the chest up, smiling and looking at the camera with a clear blue sky in the background and a grassy field with sheep.",a man in a field,0.4705605506896972
102b61da09,"Three individuals are shown in a mugshot style with their faces blurred. The person on the left is wearing a red shirt, the middle person is in a black shirt, and the person on the right is in a grey shirt. The background is a neutral grey color.",three men are shown in this und - toned mug shot,0.669060230255127
1052fa2542,An aerial view of a multi-vehicle crash scene on US-27 with emergency services present and traffic diverted.,a car crashed into a street in the bronx borough borough borough borough borough borough borough borough borough borough borough,0.4201364517211914
06c9c7a393,"An 18-wheeler truck is overturned on a highway with police tape surrounding the area. The truck is blue and black, and there is a police line in the foreground.",the scene of a car crash in the parking of the mall,0.1745575070381164
242b04af0a,"A human hand is seen reaching out to a cow's nose, with another cow in the background under a blue sky.",a dog and a person reaching their noses,0.5043037533760071
2cc80c2179,A wooden gavel with a gold band sits on a table with a blurred background.,a wooden gave with a gold plated mall,0.5004535913467407
21f15cbbe0,A police officer is seen arresting two individuals in a parking lot with a police car in the background.,two men walking down the street in a city,0.2743146419525146
19870389d4,"A gavel rests on a wooden block with a balance scale in the background, suggesting a legal setting.",a wooden table,0.379001259803772
1e02d220de,"Two individuals are preparing a smoothie in a kitchen, with a blender on the counter and ingredients like strawberries and an apple nearby.",a woman is making a smooth smooth smooth,0.4577072858810425
0abdd98d7b,A sign for Olive Garden Italian Kitchen with stylized green foliage above the text.,olive garden sign,0.7527666091918945
1e1f8f192b,"A damaged police car and a car crashed into it, with a police officer standing outside the car. The scene is at night with emergency lights visible.",a car crashed into a wall on the side of the road,0.5395625829696655
17cd871cfc,"An aerial view of a residential area with police activity, including a white pickup truck with its bed open, a police car with its lights on, and several people gathered around a house with a yellow police tape. The scene is cordoned off with yellow police tape, and there is a tree and a house visible in the background.","the scene at a home in the 300 block of northside drive in west fargo on monday, may",0.3104860782623291
15f5f2b729,A wooden gavel sits on a black surface with a blurred background featuring a white cloth and a pen.,a wooden gaven on a black table,0.6306968927383423
30edae702f,A close-up of a speed camera with a focus on the lens and the camera housing.,a close up of a security camera,0.5378577709197998
2961a3487b,"An image of a circular object with a grey gradient, possibly a siren, against a plain background.",a white circle with a black circle in the middle,0.5059241056442261
00db358800,The image shows a city skyline with the text 'PITTSBURGH TODAY LIVE' and 'FEATURED ON TODAY'S SHOW' overlaid on it.,"pittsburgh, pa, pa, pa, pa, pa pa pa pa pa pa pa pa pa pa",0.3931451141834259
159fd5849e,The image shows a city skyline with the text 'PITTSBURGH TODAY LIVE' and 'FEATURED ON TODAY'S SHOW' overlaid on it.,"pittsburgh, pa, pa, pa, pa, pa pa pa pa pa pa pa pa pa pa",0.3931451141834259
1722364f29,A gavel rests on a wooden surface with a blurred background of a courtroom setting.,a judge ' s gaven,0.4551440775394439
2d5336c761,"An aerial view of a baseball field with a large 'D' logo on the grass, with people standing around it.",the detroit tigers logo is painted on the field,0.52374267578125
0dcd2c3412,A large cruise ship is docked at a port with a yellow barrier and multiple vehicles in the foreground.,a large white ship in a parking lot,0.5640730261802673
2571c397cb,"A group of people, including a woman in a white blazer, are gathered with microphones in front of them, suggesting a press conference or public announcement. The setting appears to be outdoors with a building in the background.",a woman in a white suit and red shirt is surrounded by a crowd,0.4299430847167969
23d07d709f,"Three suitcases are displayed side by side, each with distinct colors and designs, suggesting a comparison of luxury luggage options.",three suitcases with wheels,0.6529603004455566
13b68371d0,A police car with 'POLICE BROOKLYN CENTER' written on the side is parked on a street.,a police car parked in front of a building,0.7064089775085449
01c4818325,"A man with wet hair and a mustache is shown from the neck up, looking directly at the camera with a serious expression.",a man with long hair and a beard,0.5086471438407898
1843298281,"A person with dreadlocks wearing a black hat and sunglasses, with a blurred face, stands against a dark background with a red and black gradient.",rapper person wearing sunglasses and a black hat,0.574822187423706
2cf157ec82,"A hockey game is in progress with players from the Florida Panthers and Boston Bruins in the foreground. The Florida Panthers player is in the center, wearing a white jersey with 'B' on the front, and the Boston Bruins player is to his right, wearing a red jersey with 'B' on the front. The Florida Panthers player is holding a hockey stick and appears to be in motion. The background shows a crowd of spectators and a banner with 'FLORIDA' visible.",the bruins ' s defense is a big problem for the bruinss,0.2730795443058014
0746169e94,"A red LifeLine helicopter with the number N68 on its side is on a grassy field with two people in front of it, one of whom is wearing a helmet and holding a stretcher. The other person is standing beside the helicopter.",a man is getting ready to fly a helicopter,0.3615168929100036
0dbbfbb2d9,"An aerial view of a highway with a large tractor trailer overturned, causing a traffic jam and three injured people.",a truck crashed on the freeway in the city of los,0.4575549364089966
078e2ea1ec,"Two individuals are shown in a side-by-side comparison. The left image features a person with a blurred face, wearing a black hoodie, standing against a white background. The right image shows a person with a blurred face, wearing a blue shirt, also against a white background.",two men who were arrested in the murder of a woman,0.1962644457817077
10b61f3450,"Two images of a person with dreadlocks, one in a white hoodie and the other in a plaid shirt and blue jeans, sitting on a porch.",a woman is seen in this und photo,0.2576482594013214
1a6d43a857,"A close-up of a gold coin with '1990 Gold' inscribed on it, resting on a surface with other coins.",a close up of a gold coin,0.7658202648162842
00b792ff0e,A person in a black formal gown stands on a red carpet with Oscar statues in the background.,a woman in a black dress standing on a red carpet,0.6719922423362732
0a305077d8,"An elegant dining room with tables set for a meal, featuring a large mural and a balcony with a railing.",a restaurant with a green ceiling and white tables,0.6069283485412598
1ae435f0bf,"A man is using a laptop with headphones on, and a pair of white AirPods with charging case is displayed.",an image of a man using his laptop and airpods,0.8161427974700928
14cad2d409,"The image features a stylized, abstract representation of a car in motion with the text 'WAYNE' below it.",wave logo,0.262665718793869
0a9e4e4838,A woman with long black hair wearing a brown dress with a choker necklace and earrings stands in front of a red and yellow backdrop.,chera de ' s new album is a ' very good ',0.1542879194021225
2726ebd802,"An individual in a red jacket and black top with a beaded necklace is seen from the chest up, wearing glasses with a yellow and black pattern, at a sporting event.",a woman in a red jacket and glasses,0.580902636051178
28b0847b89,A man in a white shirt with a 'FAM JAM' patch and a black cap with 'UN' and a star logo is smiling at a sports event.,a man with a beard and glasses smiles at the camera,0.4530972242355346
0d0c6cd3b2,"A woman with blonde hair wearing a grey tank top stands in front of a window with curtains, a plant, and a white railing visible.",a woman in a grey tank top and black pants,0.5033790469169617
07fa7570b2,"An image of two fishermen standing side by side, one holding a fish, with a calm sea and clear sky in the background.",a man holding a fish while standing next to a box full of fishing gear,0.5973305702209473
31f1bf940a,A family of five poses for a photo in a field with a blue sky and greenery in the background.,a family posing for a photo in the grass,0.7558204531669617
0335342650,"A person's hand holding a smartphone displaying the social media app icons for Facebook, Instagram, and Messenger.",a person holding an iphone with the app on it,0.7137050032615662
2cf7bc446f,"A man in a blue suit and red tie stands in front of a crowd, with his right hand raised in a fist-like gesture, while another man in a suit and tie holds a smartphone up to his face, possibly taking a photo or recording a video.",president donald and republican candidate mitr,0.1718833446502685
000c2ee4e2,"Two men, one with a raised fist and the other with a clasped hands gesture, are shown in a split screen. The man with the raised fist is wearing a dark suit and white shirt, while the man with clasped hands is in a dark suit with a blue tie.",two pictures of donald and bid,0.2761535048484802
1f4a45100f,A person in a blue shirt sits on a bed looking out of a window.,a woman sitting on a bed in a hospital room,0.4751501679420471
181bc81926,"A man in a blue polo shirt sits on a chair with a clipboard in front of him, in a studio setting with a city skyline in the background and the text 'GUTFELD!' on the screen.",a man sitting in a chair with a book,0.436210036277771
14ae31f26c,"A man in a suit stands in front of an American flag, speaking into a microphone.",a man with a beard and a suit,0.496690571308136
180d4a7e9c,"A man in a suit is kissing a woman on the cheek in front of a group of people, with a yellow curtain in the background.","president joe bider and his wife, nancy bider, hug after the swearing ceremony",0.2780451774597168
31c2dcb8e1,"An image of a large, historic building with a clear blue sky in the background.",a screen shot of the university of minnesota website,0.2182686626911163
2095bcec5d,"A bald man in a black shirt stands in a boxing ring with a crowd in the background, possibly during a boxing match.",a man with a bald head,0.4666424393653869
1eb02e83ec,"A bald man in a black shirt stands in a boxing ring with a crowd in the background, possibly during a boxing match or event.",a man with a bald head,0.4879437088966369
2697703025,"A man in a dark suit with a lapel pin sits in front of a black background, looking directly at the camera.",a man in a suit sitting at a table,0.4643421173095703
1e6e68b37e,"A collage of four images: a woman lifting weights, a person applying a face cream, a man sitting on a bench, and a person with a bandaged arm.",a woman with a face mask and a man with a towel on his head,0.4409136772155761
274de14aeb,"An older man in a dark suit is seen from the back, with his hands clasped in front of him, standing next to a woman in a black outfit with a pearl necklace, both facing away from the camera.",a man in a suit and tie is talking to a woman,0.4086405038833618
189ce704b7,"A classroom scene with students raising hands, a teacher at the front, and a bulletin board with a welcome sign.",a group of children raising their hands in a classroom,0.72578364610672
14075ce321,"A woman with brown hair, smiling and clapping hands, standing in front of microphones with American flags in the background.",a woman in a suit and tie is smiling,0.4032501876354217
24a5e2336b,"A man in a suit stands at a podium with a microphone, gesturing with his hands, in front of a blurred background of a person in a suit and tie.",israeli prime benjamin schry speaks during the knesset - israel joint meeting in the israeli parliament on monday,0.238722562789917
1d0992168b,"A small dog sits in the trunk of a car filled with various items including a guitar, a hat, and a sleeping bag.",a dog sitting in the trunk of a car,0.8245171904563904
15ae4058b4,"A woman in a black suit sits at a table with a microphone in front of her, a glass of water on the table, and a backdrop with a star and a flag.",a woman sitting at a table with a microphone,0.6956369876861572
1e69a647c4,"A large crowd of people at a political event with a stage displaying graphs on illegal immigration. The audience is holding signs with 'TRUMP' and 'MAINE' visible, and there are American flags on the stage.",a crowd of people,0.4945110082626343
1fd1ac64c1,"A group of people, including a woman with sunglasses and a man in a white cap, are gathered outdoors. The setting appears to be a public event or gathering.",a woman with a hat and sunglasses looks at the camera,0.3348982334136963
0474799dc2,"An image of a man in a suit and tie with a blurred face, placed next to a picture of the United States Capitol building.",a photo of president donald is shown in front of the capitol,0.6069201827049255
0e3d2e1423,"A person in military uniform salutes, with an American flag patch on their arm, and a blurred background.",a soldier salutes a flag on his uniform,0.7935192584991455
21025843bf,"A man in a dark suit with a red tie and a lapel pin, standing in front of a blurred background.",donald and bid debate,0.058170311152935
100eb9ca50,"Two men in suits, one Asian and one Caucasian, are shown side by side with a split screen effect. The Asian man is on the left with a serious expression, and the Caucasian man is on the right with a slightly open mouth, possibly speaking. Both are wearing dark suits with ties, and the background is a plain, light color. The image is cropped to focus on the two men, and there are no other discernible elements.",a man in a suit,0.4979672133922577
1b44c1df87,Two men in suits sit across from each other in a room with a bookshelf and an American flag in the background. The image is from a news segment titled 'One on One with President Biden' and includes the ABC News logo and the text 'Sits down with George Stephanopoulos at critical moment'.,two men sitting in chairs talking to each other people,0.4369897842407226
26e861d780,"A woman stands at a podium with 'THE WHITE HOUSE' written on it, in front of a crowd of people raising their hands, with the American flag in the background.",a woman standing at a podium with her hands raised,0.7278271913528442
27efcf3a3c,"A man in a suit and tie is speaking into a microphone, with a blurred background suggesting a formal setting, possibly a political event.",a man in a suit and tie speaking into a microphone,0.8592720031738281
2ac81282ae,"A woman with short blonde hair, wearing a white off-shoulder top with a pattern, stands in front of a microphone, smiling broadly.",a woman with a microphone and a white shirt,0.5833197832107544
2e2aea5f1f,"A screenshot from CNN's 'The Fourth in America' news segment shows four individuals with blurred faces, set against a backdrop with the text 'SAN FRANCISCO FIREWORKS' and a timestamp of 'TONIGHT 7P ET 10:14:19'. The CNN logo and 'NEWS CENTRAL' are visible in the top right corner.",four women and one man are on the set of cnn ' s today show,0.5200706124305725
17f66d8175,"Three images of a person in a suit with a tie, each showing a different expression, set against a blue background with the CNN logo visible.",four pictures of president joe bider and vice bider,0.4349278211593628
03fa61c171,"Two men in suits, one with a flag pin, are shown side by side with a blue background and a red and white striped pattern.","two men in suits and ties, one wearing glasses and the other wearing glasses",0.6150732040405273
2a5e233431,"A man in a suit and tie is seen on a news set with a backdrop of the Capitol building, with a headline about Biden advisers evaluating debate fallout.",cnn ' s chris kelly on the daily news,0.3083018064498901
2b8afc1135,"A man in a suit and tie gestures with his right hand, possibly speaking or explaining something, with a dark background.",a man in a suit and tie speaking,0.7371862530708313
292962ea1f,"An image collage with the title 'AMERICAN CULTURE QUIZ' from FOX NEWS digital, featuring various subjects like a beach, a burger, a cyclist, a baseball glove, and a person with a blurred face.",american culture quiz,0.6277928948402405
0676b91038,"An image collage with various elements including a person holding an American flag, a basketball hoop, a person riding a bicycle, a person with a pearl necklace, and a thermometer indicating high temperatures.",a collage of a man and woman,0.5111900568008423
204973550e,"An individual in a black jacket stands in front of a Cathay Pacific sign, with a woman in a red jacket in the background, both in an airport setting.",people walk past a cathayic sign at the cathayic airport in hong,0.5407987833023071
1c4119abc1,"A man in a yellow shirt is speaking into a microphone with his arms outstretched, likely addressing an audience.",a man in a yellow robe and sunglasses is holding a microphone,0.6016190648078918
1906751089,A smiling woman in a graduation cap and gown stands in front of a tree-lined street.,a woman in a graduation cap and gown,0.7741865515708923
2ff8e52471,"A group of people, including a woman in a yellow headscarf, are gathered around a table with a basket of green apples and a cash register, in what appears to be a small business setting.",a group of people standing around a table,0.5972914695739746
305433079a,"A man in a dark suit and red tie is speaking into a microphone, gesturing with his right hand. The setting appears to be outdoors with a dark background, possibly during a public event or speech.",president donald trump speaks at the white house,0.337026983499527
1085af8078,"A man in a blue suit stands at a podium with a microphone, speaking into it. The podium has a sign that reads 'CAN TO 88022'. The setting appears to be a formal event, possibly a political rally or speech.",president donald trump speaks at a campaign event in washington,0.4326329231262207
0ca198e06d,"An ancient Pictish ring with a central stone and two smaller stones, set in a metal band, against a black background.",a close up of a lizard ' s head on a black background,0.3449466526508331
2763a00a99,"An aerial view of a beluga whale with a white underside and a darker top, swimming in water with ripples around it.",a white shark is seen in the water,0.5586622953414917
2bf1b567a9,"A group of workers in protective gear are seen unloading and handling large bags of materials, possibly sandbags, in front of a building with a sign that reads '靜靜正行进人' and a logo that appears to be '靜靜正行进人'. The workers are wearing yellow hard hats and are in the process of setting up or removing protective barriers.",workers work on the construction site of the new building,0.3983111977577209
05b4ce7cac,"The Eiffel Tower is illuminated with the Olympic rings at night, with a crowd of people gathered around it.","the eiff tower is seen in paris, france, on march 23, 2019",0.4922236204147339
1d9030a9d0,"A crowd of people with raised hands and flags, one of which is the Israeli flag, in a nighttime urban setting with a fire in the background.","protesters in the streets of new york, new york, on friday, march 20, 2019",0.1998953521251678
21fb65418d,A man in a light blue shirt stands in front of a blurred background with a bokeh effect.,a man in a blue shirt and a white shirt,0.5840562582015991
1cd2c55a7b,"An aerial view of a city with a large building engulfed in flames, smoke billowing from the top, with a train track and surrounding buildings visible.",smoke bills from the roof of the building,0.4923897087574005
2bf76d0d77,"A man in a suit and tie stands in front of a blurred background, possibly indoors, with a serious expression.",a man in a suit and tie standing outside,0.7047896981239319
1bfb76e7f3,A man and a woman are standing in a park with trees in the background. The man is wearing a white shirt and the woman is wearing a black top with a red accessory. They are looking towards the camera.,a man and woman standing next to each other people,0.5232481956481934
1331b793b0,"An industrial plant with multiple smokestacks emitting smoke, surrounded by dense greenery, with a crane and a large US Steel sign visible.",a factory with smoke coming out of it,0.6378419399261475
1468d9c6b5,"A man in a suit and tie is seated on a stage with a microphone, speaking to a woman in a green dress who is seated across from him. Behind them is a banner with the text 'MOMS for LIBERTY' and two American flags are visible to the side.",president trump and first lady melanian at the mom for liberty event,0.393613189458847
2b2ac0c576,"A large, modern building with a unique dome-like structure sits atop a dense urban area with numerous multi-story buildings.",a view of the city of caracas,0.2821346223354339
03b08024dd,"A woman with dark hair and large hoop earrings smiles at the camera, with a blurred background suggesting an indoor event.",a woman sitting at a table with a plate of food,0.173964262008667
2e033445b3,"Three individuals are shown in a collage with one wearing a grey suit, another in a blue shirt, and the third with a black beanie and headphones. The background is indistinct, and the faces are blurred.",three men wearing headphones and one wearing a beanie,0.4693469405174255
03f9948b3d,"A woman in a beige blazer stands with her hands open, gesturing, against a blue sky backdrop.",a woman standing at a podium with her hands raised,0.4879142045974731
08992e5332,"A man holds a baby aloft in front of a crowd at a golf event, with a woman in a straw hat and sunglasses to his left.",a man holding a baby in his arms,0.570988118648529
1b78697854,"A female basketball player, Angel Reese, is seen celebrating on the court with her arms raised, surrounded by a cheering crowd in a large arena.",a woman in a black dress walks on a basketball court,0.4432867169380188
0e68ec2da4,"An older woman with blonde hair, wearing a blue blazer, sits in front of a blurred background.",a woman in a blue jacket and black shirt,0.4021426141262054
15b29f3adb,A man in a red jacket is surrounded by police officers in a courtroom setting.,a man in a red jacket is being held by a woman,0.4854345023632049
2e466d92f9,An older man in a red jacket stands in front of a white wall with a red graffiti marking.,a man in a suit and tie walks past a man in a suit,0.1651770174503326
232eec645c,"An industrial steel plant with a large building labeled 'United States Steel Corporation' and several trucks parked in front. The surrounding area has trees with autumn foliage, and there are power lines visible in the background.",the old steel mill in the town of person,0.4117414355278015
